area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Madera, CA",2000,123109,1.0059,1226,null,null,null,null
"Madera, CA",2001,125581,2.008,2472,2144,891,862,-126
"Madera, CA",2002,128369,2.2201,2788,2134,940,800,542
"Madera, CA",2003,132738,3.4035,4369,2229,924,676,2230
"Madera, CA",2004,137106,3.2907,4368,2318,931,607,2689
"Madera, CA",2005,140313,2.3391,3207,2375,930,621,1224
"Madera, CA",2006,143622,2.3583,3309,2460,933,619,1152
"Madera, CA",2007,146067,1.7024,2445,2643,999,554,202
"Madera, CA",2008,148359,1.5691,2292,2601,972,537,197
"Madera, CA",2009,149234,0.5898,875,2631,937,531,-1204
"Madera, CA",2010,150865,1.0929,1631,575,325,15,-11
"Madera, CA",2011,151962,0.7271,1097,2439,1014,82,-579
"Madera, CA",2012,151947,-0.0099,-15,2377,1050,28,-1406
"Madera, CA",2013,151811,-0.0895,-136,2289,1045,67,-1388
"Madera, CA",2014,154071,1.4887,2260,2258,1047,141,920
"Madera, CA",2015,154306,0.1525,235,2309,1047,181,-1119
"Madera, CA",2016,154697,0.2534,391,2276,1066,189,-996
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Madison, WI",1970,376442,null,null,null,null,null,null
"Madison, WI",1971,382700,1.6624,6258,null,null,null,null
"Madison, WI",1972,382600,-0.0261,-100,null,null,null,null
"Madison, WI",1973,385900,0.8625,3300,null,null,null,null
"Madison, WI",1974,392600,1.7362,6700,null,null,null,null
"Madison, WI",1975,391600,-0.2547,-1000,null,null,null,null
"Madison, WI",1976,396700,1.3023,5100,null,null,null,null
"Madison, WI",1977,401500,1.21,4800,null,null,null,null
"Madison, WI",1978,406300,1.1955,4800,null,null,null,null
"Madison, WI",1979,409500,0.7876,3200,null,null,null,null
"Madison, WI",1980,416581,1.7292,7081,null,null,null,null
"Madison, WI",1981,420874,1.0305,4293,null,null,null,null
"Madison, WI",1982,422726,0.44,1852,6170,2842,null,null
"Madison, WI",1983,425420,0.6373,2694,6204,2884,null,null
"Madison, WI",1984,429829,1.0364,4409,6244,3020,null,null
"Madison, WI",1985,434452,1.0755,4623,6362,3039,null,null
"Madison, WI",1986,439308,1.1177,4856,6483,3060,null,null
"Madison, WI",1987,444766,1.2424,5458,6492,3059,null,null
"Madison, WI",1988,451906,1.6053,7140,6401,3111,null,null
"Madison, WI",1989,456408,0.9962,4502,6406,3135,null,null
"Madison, WI",1990,462662,1.3703,6254,4840,2328,null,null
"Madison, WI",1991,474124,2.4774,11462,6670,3001,null,null
"Madison, WI",1992,483693,2.0182,9569,6561,3165,418,3067
"Madison, WI",1993,494411,2.2159,10718,6467,3299,516,4292
"Madison, WI",1994,502367,1.6092,7956,6279,3359,479,1735
"Madison, WI",1995,509694,1.4585,7327,6195,3410,537,1167
"Madison, WI",1996,516235,1.2833,6541,6265,3429,451,365
"Madison, WI",1997,523795,1.4644,7560,6383,3524,705,995
"Madison, WI",1998,527073,0.6258,3278,6257,3504,618,540
"Madison, WI",1999,531380,0.8172,4307,6467,3616,561,2008
"Madison, WI",2000,535421,0.7605,4041,null,null,null,null
"Madison, WI",2001,544773,1.7467,9352,6799,3695,2003,3250
"Madison, WI",2002,552305,1.3826,7532,6935,3688,1884,3338
"Madison, WI",2003,559138,1.2372,6833,6921,3755,1643,2792
"Madison, WI",2004,566363,1.2922,7225,7299,3699,1577,2900
"Madison, WI",2005,573036,1.1782,6673,7501,3653,1640,1996
"Madison, WI",2006,580296,1.2669,7260,7380,3494,1671,2414
"Madison, WI",2007,587711,1.2778,7415,7596,3776,1515,2863
"Madison, WI",2008,594452,1.147,6741,7732,3759,1474,2084
"Madison, WI",2009,601715,1.2218,7263,7664,3772,1480,2701
"Madison, WI",2010,605435,0.6182,3720,1917,1025,332,-72
"Madison, WI",2011,613897,1.3977,8462,7292,4059,1474,2310
"Madison, WI",2012,620503,1.0761,6606,7341,3973,1546,1670
"Madison, WI",2013,627406,1.1125,6903,7448,4192,1678,1657
"Madison, WI",2014,633892,1.0338,6486,7520,4350,1888,1496
"Madison, WI",2015,640614,1.0604,6722,7383,4176,1977,1244
"Madison, WI",2016,648929,1.298,8315,7486,4273,1935,3130
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Manchester-Nashua, NH",1970,223941,null,null,null,null,null,null
"Manchester-Nashua, NH",1971,237500,6.0547,13559,null,null,null,null
"Manchester-Nashua, NH",1972,235900,-0.6737,-1600,null,null,null,null
"Manchester-Nashua, NH",1973,239600,1.5685,3700,null,null,null,null
"Manchester-Nashua, NH",1974,243600,1.6694,4000,null,null,null,null
"Manchester-Nashua, NH",1975,248200,1.8883,4600,null,null,null,null
"Manchester-Nashua, NH",1976,255800,3.062,7600,null,null,null,null
"Manchester-Nashua, NH",1977,262900,2.7756,7100,null,null,null,null
"Manchester-Nashua, NH",1978,268700,2.2062,5800,null,null,null,null
"Manchester-Nashua, NH",1979,275200,2.4191,6500,null,null,null,null
"Manchester-Nashua, NH",1980,276608,0.5116,1408,null,null,null,null
"Manchester-Nashua, NH",1981,283833,2.612,7225,null,null,null,null
"Manchester-Nashua, NH",1982,287334,1.2335,3501,4315,2159,null,null
"Manchester-Nashua, NH",1983,290819,1.2129,3485,4343,2274,null,null
"Manchester-Nashua, NH",1984,298089,2.4998,7270,4365,2317,null,null
"Manchester-Nashua, NH",1985,307490,3.1538,9401,4740,2352,null,null
"Manchester-Nashua, NH",1986,316260,2.8521,8770,5038,2415,null,null
"Manchester-Nashua, NH",1987,324218,2.5163,7958,5235,2425,null,null
"Manchester-Nashua, NH",1988,329319,1.5733,5101,5614,2463,null,null
"Manchester-Nashua, NH",1989,335057,1.7424,5738,5849,2407,null,null
"Manchester-Nashua, NH",1990,335838,0.2331,781,4421,1754,null,null
"Manchester-Nashua, NH",1991,337066,0.3657,1228,5661,2376,null,null
"Manchester-Nashua, NH",1992,341078,1.1903,4012,5373,2407,339,-52
"Manchester-Nashua, NH",1993,344944,1.1335,3866,5263,2481,310,-19
"Manchester-Nashua, NH",1994,349190,1.2309,4246,5156,2455,290,483
"Manchester-Nashua, NH",1995,353651,1.2775,4461,5102,2557,369,712
"Manchester-Nashua, NH",1996,358624,1.4062,4973,4959,2617,525,1416
"Manchester-Nashua, NH",1997,364261,1.5718,5637,5038,2728,526,1870
"Manchester-Nashua, NH",1998,370595,1.7389,6334,5013,2680,595,1995
"Manchester-Nashua, NH",1999,376407,1.5683,5812,5101,2713,757,1690
"Manchester-Nashua, NH",2000,380841,1.178,4434,null,null,null,null
"Manchester-Nashua, NH",2001,387414,1.7259,6573,5038,2784,1384,2478
"Manchester-Nashua, NH",2002,389665,0.581,2251,5006,2751,1338,-461
"Manchester-Nashua, NH",2003,391461,0.4609,1796,4932,2676,1201,-772
"Manchester-Nashua, NH",2004,394428,0.7579,2967,5008,2775,1174,412
"Manchester-Nashua, NH",2005,396381,0.4951,1953,5286,2821,1280,-933
"Manchester-Nashua, NH",2006,398169,0.4511,1788,5245,2866,1350,-1135
"Manchester-Nashua, NH",2007,398843,0.1693,674,5038,2989,1209,-1737
"Manchester-Nashua, NH",2008,399556,0.1788,713,4865,2868,1180,-1818
"Manchester-Nashua, NH",2009,400148,0.1482,592,4810,2829,1172,-1274
"Manchester-Nashua, NH",2010,400721,0.1432,573,1130,631,250,-434
"Manchester-Nashua, NH",2011,401774,0.2628,1053,4547,2944,905,-1647
"Manchester-Nashua, NH",2012,402651,0.2183,877,4308,2972,964,-1429
"Manchester-Nashua, NH",2013,403308,0.1632,657,4364,3025,954,-1696
"Manchester-Nashua, NH",2014,405003,0.4203,1695,4125,3032,1069,-416
"Manchester-Nashua, NH",2015,406015,0.2499,1012,4188,3222,1111,-1086
"Manchester-Nashua, NH",2016,407761,0.43,1746,4146,3267,1095,-97
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Manhattan, KS",1970,68543,null,null,null,null,null,null
"Manhattan, KS",1971,70100,2.2716,1557,null,null,null,null
"Manhattan, KS",1972,69600,-0.7133,-500,null,null,null,null
"Manhattan, KS",1973,72800,4.5977,3200,null,null,null,null
"Manhattan, KS",1974,74100,1.7857,1300,null,null,null,null
"Manhattan, KS",1975,74900,1.0796,800,null,null,null,null
"Manhattan, KS",1976,77400,3.3378,2500,null,null,null,null
"Manhattan, KS",1977,75500,-2.4548,-1900,null,null,null,null
"Manhattan, KS",1978,77000,1.9868,1500,null,null,null,null
"Manhattan, KS",1979,77300,0.3896,300,null,null,null,null
"Manhattan, KS",1980,78287,1.2768,987,null,null,null,null
"Manhattan, KS",1981,79976,2.1574,1689,null,null,null,null
"Manhattan, KS",1982,80726,0.9378,750,1611,364,null,null
"Manhattan, KS",1983,82675,2.4143,1949,1577,386,null,null
"Manhattan, KS",1984,81804,-1.0535,-871,1555,402,null,null
"Manhattan, KS",1985,80504,-1.5892,-1300,1514,384,null,null
"Manhattan, KS",1986,80200,-0.3776,-304,1509,399,null,null
"Manhattan, KS",1987,80773,0.7145,573,1489,404,null,null
"Manhattan, KS",1988,81667,1.1068,894,1433,422,null,null
"Manhattan, KS",1989,82780,1.3629,1113,1402,432,null,null
"Manhattan, KS",1990,83267,0.5883,487,1054,308,null,null
"Manhattan, KS",1991,81311,-2.3491,-1956,1285,422,null,null
"Manhattan, KS",1992,84774,4.259,3463,1474,402,62,1283
"Manhattan, KS",1993,84291,-0.5698,-483,1420,402,67,-2311
"Manhattan, KS",1994,85482,1.413,1191,1334,427,87,-393
"Manhattan, KS",1995,85748,0.3112,266,1370,416,84,-903
"Manhattan, KS",1996,82862,-3.3657,-2886,1339,443,58,-3749
"Manhattan, KS",1997,81644,-1.4699,-1218,1156,467,53,-2055
"Manhattan, KS",1998,81084,-0.6859,-560,1185,431,65,-1314
"Manhattan, KS",1999,80961,-0.1517,-123,1203,472,78,-740
"Manhattan, KS",2000,81052,0.1124,91,null,null,null,null
"Manhattan, KS",2001,81374,0.3973,322,1213,483,243,-1343
"Manhattan, KS",2002,81205,-0.2077,-169,1171,498,-87,-658
"Manhattan, KS",2003,81847,0.7906,642,1205,452,-719,1003
"Manhattan, KS",2004,83411,1.9109,1564,1168,490,621,-482
"Manhattan, KS",2005,84195,0.9399,784,1135,463,150,-122
"Manhattan, KS",2006,86648,2.9135,2453,1296,462,403,575
"Manhattan, KS",2007,87724,1.2418,1076,1504,474,128,-375
"Manhattan, KS",2008,90328,2.9684,2604,1333,470,237,907
"Manhattan, KS",2009,91201,0.9665,873,1359,481,177,-623
"Manhattan, KS",2010,92719,1.6645,1518,369,104,192,126
"Manhattan, KS",2011,95370,2.8592,2651,1483,473,468,561
"Manhattan, KS",2012,98608,3.3952,3238,1498,486,1159,1022
"Manhattan, KS",2013,98113,-0.502,-495,1445,477,747,-2245
"Manhattan, KS",2014,97497,-0.6278,-616,1431,512,682,-2262
"Manhattan, KS",2015,98506,1.0349,1009,1378,535,805,-687
"Manhattan, KS",2016,97004,-1.5248,-1502,1414,537,602,-2976
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Mankato-North Mankato, MN",1970,76840,null,null,null,null,null,null
"Mankato-North Mankato, MN",1971,78100,1.6398,1260,null,null,null,null
"Mankato-North Mankato, MN",1972,77500,-0.7682,-600,null,null,null,null
"Mankato-North Mankato, MN",1973,76800,-0.9032,-700,null,null,null,null
"Mankato-North Mankato, MN",1974,77500,0.9115,700,null,null,null,null
"Mankato-North Mankato, MN",1975,77300,-0.2581,-200,null,null,null,null
"Mankato-North Mankato, MN",1976,77800,0.6468,500,null,null,null,null
"Mankato-North Mankato, MN",1977,78100,0.3856,300,null,null,null,null
"Mankato-North Mankato, MN",1978,77900,-0.2561,-200,null,null,null,null
"Mankato-North Mankato, MN",1979,78500,0.7702,600,null,null,null,null
"Mankato-North Mankato, MN",1980,79243,0.9465,743,null,null,null,null
"Mankato-North Mankato, MN",1981,79753,0.6436,510,null,null,null,null
"Mankato-North Mankato, MN",1982,79958,0.257,205,1314,595,null,null
"Mankato-North Mankato, MN",1983,79795,-0.2039,-163,1223,603,null,null
"Mankato-North Mankato, MN",1984,79784,-0.0138,-11,1237,589,null,null
"Mankato-North Mankato, MN",1985,80198,0.5189,414,1249,568,null,null
"Mankato-North Mankato, MN",1986,80288,0.1122,90,1165,606,null,null
"Mankato-North Mankato, MN",1987,80379,0.1133,91,1125,608,null,null
"Mankato-North Mankato, MN",1988,81366,1.2279,987,1106,594,null,null
"Mankato-North Mankato, MN",1989,81555,0.2323,189,1063,588,null,null
"Mankato-North Mankato, MN",1990,82120,0.6928,565,778,423,null,null
"Mankato-North Mankato, MN",1991,82758,0.7769,638,1032,596,null,null
"Mankato-North Mankato, MN",1992,82954,0.2368,196,974,565,41,-416
"Mankato-North Mankato, MN",1993,83283,0.3966,329,975,590,53,-253
"Mankato-North Mankato, MN",1994,83717,0.5211,434,978,611,53,-132
"Mankato-North Mankato, MN",1995,84545,0.989,828,961,601,41,287
"Mankato-North Mankato, MN",1996,84912,0.4341,367,935,601,34,-148
"Mankato-North Mankato, MN",1997,84897,-0.0177,-15,962,582,46,-626
"Mankato-North Mankato, MN",1998,84771,-0.1484,-126,926,589,40,-693
"Mankato-North Mankato, MN",1999,85105,0.394,334,959,586,26,-454
"Mankato-North Mankato, MN",2000,85712,0.7132,607,null,null,null,null
"Mankato-North Mankato, MN",2001,87105,1.6252,1393,1032,604,153,352
"Mankato-North Mankato, MN",2002,88107,1.1503,1002,1048,627,148,238
"Mankato-North Mankato, MN",2003,89336,1.3949,1229,1050,636,124,405
"Mankato-North Mankato, MN",2004,90152,0.9134,816,1081,611,128,-9
"Mankato-North Mankato, MN",2005,91111,1.0638,959,1108,656,132,171
"Mankato-North Mankato, MN",2006,92879,1.9405,1768,1139,617,136,845
"Mankato-North Mankato, MN",2007,93963,1.1671,1084,1232,669,121,216
"Mankato-North Mankato, MN",2008,95121,1.2324,1158,1213,630,120,116
"Mankato-North Mankato, MN",2009,96111,1.0408,990,1186,653,121,-25
"Mankato-North Mankato, MN",2010,96740,0.6545,629,304,143,29,-87
"Mankato-North Mankato, MN",2011,97319,0.5985,579,1174,662,107,-137
"Mankato-North Mankato, MN",2012,98009,0.709,690,1146,665,131,87
"Mankato-North Mankato, MN",2013,97820,-0.1928,-189,1097,713,135,-739
"Mankato-North Mankato, MN",2014,98727,0.9272,907,1124,690,151,318
"Mankato-North Mankato, MN",2015,99178,0.4568,451,1108,672,157,-146
"Mankato-North Mankato, MN",2016,100016,0.8449,838,1102,697,155,262
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Mansfield, OH",1970,129997,null,null,null,null,null,null
"Mansfield, OH",1971,129400,-0.4592,-597,null,null,null,null
"Mansfield, OH",1972,130800,1.0819,1400,null,null,null,null
"Mansfield, OH",1973,130900,0.0765,100,null,null,null,null
"Mansfield, OH",1974,130400,-0.382,-500,null,null,null,null
"Mansfield, OH",1975,130900,0.3834,500,null,null,null,null
"Mansfield, OH",1976,131200,0.2292,300,null,null,null,null
"Mansfield, OH",1977,130500,-0.5335,-700,null,null,null,null
"Mansfield, OH",1978,130900,0.3065,400,null,null,null,null
"Mansfield, OH",1979,130200,-0.5348,-700,null,null,null,null
"Mansfield, OH",1980,131205,0.7719,1005,null,null,null,null
"Mansfield, OH",1981,130465,-0.564,-740,null,null,null,null
"Mansfield, OH",1982,129141,-1.0148,-1324,1930,1061,null,null
"Mansfield, OH",1983,128066,-0.8324,-1075,1823,1078,null,null
"Mansfield, OH",1984,128485,0.3272,419,1825,1100,null,null
"Mansfield, OH",1985,128181,-0.2366,-304,1818,1121,null,null
"Mansfield, OH",1986,127418,-0.5953,-763,1782,1138,null,null
"Mansfield, OH",1987,127345,-0.0573,-73,1777,1143,null,null
"Mansfield, OH",1988,127167,-0.1398,-178,1777,1161,null,null
"Mansfield, OH",1989,126590,-0.4537,-577,1796,1117,null,null
"Mansfield, OH",1990,126137,-0.3578,-453,1365,793,null,null
"Mansfield, OH",1991,127040,0.7159,903,1834,1141,null,null
"Mansfield, OH",1992,127475,0.3424,435,1785,1165,-1,-250
"Mansfield, OH",1993,127792,0.2487,317,1782,1203,13,-341
"Mansfield, OH",1994,128281,0.3827,489,1714,1165,2,-131
"Mansfield, OH",1995,128217,-0.0499,-64,1701,1229,-19,-426
"Mansfield, OH",1996,128894,0.528,677,1712,1303,-18,252
"Mansfield, OH",1997,128868,-0.0202,-26,1737,1206,-9,-592
"Mansfield, OH",1998,128540,-0.2545,-328,1709,1207,-5,-2073
"Mansfield, OH",1999,129233,0.5391,693,1744,1203,3,-604
"Mansfield, OH",2000,128852,-0.2948,-381,null,null,null,null
"Mansfield, OH",2001,128187,-0.5161,-665,1674,1193,64,-1228
"Mansfield, OH",2002,128363,0.1373,176,1546,1229,53,-187
"Mansfield, OH",2003,128312,-0.0397,-51,1562,1193,36,-473
"Mansfield, OH",2004,128094,-0.1699,-218,1594,1257,66,-659
"Mansfield, OH",2005,127724,-0.2889,-370,1529,1302,60,-673
"Mansfield, OH",2006,127292,-0.3382,-432,1660,1210,68,-970
"Mansfield, OH",2007,126995,-0.2333,-297,1626,1279,55,-745
"Mansfield, OH",2008,126128,-0.6827,-867,1572,1256,55,-1344
"Mansfield, OH",2009,125308,-0.6501,-820,1521,1253,53,-900
"Mansfield, OH",2010,124475,-0.6648,-833,310,329,5,-298
"Mansfield, OH",2011,123062,-1.1352,-1413,1418,1352,29,-1184
"Mansfield, OH",2012,122590,-0.3835,-472,1419,1327,31,-612
"Mansfield, OH",2013,122250,-0.2773,-340,1410,1389,30,-417
"Mansfield, OH",2014,121912,-0.2765,-338,1419,1313,35,-394
"Mansfield, OH",2015,121581,-0.2715,-331,1317,1417,36,-306
"Mansfield, OH",2016,121107,-0.3899,-474,1319,1348,36,-402
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"McAllen-Edinburg-Mission, TX",1970,181535,null,null,null,null,null,null
"McAllen-Edinburg-Mission, TX",1971,193400,6.5359,11865,null,null,null,null
"McAllen-Edinburg-Mission, TX",1972,204900,5.9462,11500,null,null,null,null
"McAllen-Edinburg-Mission, TX",1973,217000,5.9053,12100,null,null,null,null
"McAllen-Edinburg-Mission, TX",1974,223800,3.1336,6800,null,null,null,null
"McAllen-Edinburg-Mission, TX",1975,238700,6.6577,14900,null,null,null,null
"McAllen-Edinburg-Mission, TX",1976,249000,4.315,10300,null,null,null,null
"McAllen-Edinburg-Mission, TX",1977,258700,3.8956,9700,null,null,null,null
"McAllen-Edinburg-Mission, TX",1978,266100,2.8605,7400,null,null,null,null
"McAllen-Edinburg-Mission, TX",1979,275500,3.5325,9400,null,null,null,null
"McAllen-Edinburg-Mission, TX",1980,283323,2.8396,7823,null,null,null,null
"McAllen-Edinburg-Mission, TX",1981,298559,5.3776,15236,null,null,null,null
"McAllen-Edinburg-Mission, TX",1982,313256,4.9226,14697,7647,1644,null,null
"McAllen-Edinburg-Mission, TX",1983,326453,4.2128,13197,7562,1702,null,null
"McAllen-Edinburg-Mission, TX",1984,334571,2.4867,8118,7458,1742,null,null
"McAllen-Edinburg-Mission, TX",1985,341145,1.9649,6574,7582,1810,null,null
"McAllen-Edinburg-Mission, TX",1986,350514,2.7463,9369,7922,1822,null,null
"McAllen-Edinburg-Mission, TX",1987,358307,2.2233,7793,8242,1845,null,null
"McAllen-Edinburg-Mission, TX",1988,365499,2.0072,7192,8629,1951,null,null
"McAllen-Edinburg-Mission, TX",1989,377106,3.1757,11607,9364,2062,null,null
"McAllen-Edinburg-Mission, TX",1990,383545,1.7075,6439,7376,1587,null,null
"McAllen-Edinburg-Mission, TX",1991,403571,5.2213,20026,10967,2035,null,null
"McAllen-Edinburg-Mission, TX",1992,424312,5.1394,20741,11540,2116,4799,4732
"McAllen-Edinburg-Mission, TX",1993,447508,5.4667,23196,12255,2232,5639,5650
"McAllen-Edinburg-Mission, TX",1994,468906,4.7816,21398,12767,2361,5719,3220
"McAllen-Edinburg-Mission, TX",1995,487593,3.9852,18687,12930,2323,3888,2021
"McAllen-Edinburg-Mission, TX",1996,503411,3.2441,15818,12925,2522,5100,-1957
"McAllen-Edinburg-Mission, TX",1997,519903,3.2761,16492,13449,2572,5478,-2164
"McAllen-Edinburg-Mission, TX",1998,537929,3.4672,18026,13555,2632,4869,-36
"McAllen-Edinburg-Mission, TX",1999,555875,3.3361,17946,13788,2617,4467,-159
"McAllen-Edinburg-Mission, TX",2000,569463,2.4444,13588,null,null,null,null
"McAllen-Edinburg-Mission, TX",2001,590067,3.6181,20604,15276,2849,4952,-1668
"McAllen-Edinburg-Mission, TX",2002,610520,3.4662,20453,15202,3073,4622,2733
"McAllen-Edinburg-Mission, TX",2003,632475,3.5961,21955,16042,2978,3982,3430
"McAllen-Edinburg-Mission, TX",2004,653779,3.3684,21304,16424,3144,3532,3148
"McAllen-Edinburg-Mission, TX",2005,674982,3.2431,21203,16653,3193,3686,2530
"McAllen-Edinburg-Mission, TX",2006,695352,3.0179,20370,17157,3231,3655,1217
"McAllen-Edinburg-Mission, TX",2007,715264,2.8636,19912,17035,3322,3282,1369
